target,mjd,time_iso,telescope,band,file,dt
EP251222a,61057.2966087963,2026-01-17T07:07:07.000,sitian,g,/home/liangrd/optical_data/EP251222a/sitian/2025-12-27_EP251222a_g_com_10.wcs.fits,25.659039351856336
EP251222a,61057.29829861111,2026-01-17T07:09:33.000,sitian,g,/home/liangrd/optical_data/EP251222a/sitian/2025-12-28_EP251222a_g_com_10.wcs.fits,25.660729166665988
EP251222a,61057.304872685185,2026-01-17T07:19:01.000,sitian,g,/home/liangrd/optical_data/EP251222a/sitian/2025-12-29_EP251222a_g_com_5.wcs.fits,25.667303240741603
EP260101a,61057.43033564815,2026-01-17T10:19:41.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-03_EP260101a_g_com_3.wcs.fits,16.15554398148379
EP260104a,61057.503796296296,2026-01-17T12:05:28.000,sitian,g,/home/liangrd/optical_data/EP260104a/sitian/2026-01-05_EP260104a_g_com_9.wcs.fits,13.069259259260434
EP260104a,61057.50560185185,2026-01-17T12:08:04.000,sitian,g,/home/liangrd/optical_data/EP260104a/sitian/2026-01-06_EP260104a_g_com_10.wcs.fits,13.071064814816054
EP260105a,61057.50560185185,2026-01-17T12:08:04.000,sitian,g,/home/liangrd/optical_data/EP260105a/sitian/2026-01-06_EP260105a_g_com_10.wcs.fits,12.262199074073578
EP260104a,61057.50927083333,2026-01-17T12:13:21.000,sitian,g,/home/liangrd/optical_data/EP260104a/sitian/2026-01-07_EP260104a_g_com_10.wcs.fits,13.074733796296641
EP260101a,61057.512557870374,2026-01-17T12:18:05.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-08_EP260101a_g_com_10.wcs.fits,16.237766203710635
EP260105b,61057.52116898148,2026-01-17T12:30:29.000,sitian,g,/home/liangrd/optical_data/EP260105b/sitian/2026-01-10_EP260105b_g_com_3.wcs.fits,11.738113425926713
EP260110a,61057.53225694445,2026-01-17T12:46:27.000,sitian,g,/home/liangrd/optical_data/EP260110a/sitian/2026-01-11_EP260110a_g_com_10.wcs.fits,7.033379629632691
EP260104a,61057.55550925926,2026-01-17T13:19:56.000,sitian,g,/home/liangrd/optical_data/EP260104a/sitian/2026-01-12_EP260104a_g_com_10.wcs.fits,13.120972222226555
EP260105a,61057.55550925926,2026-01-17T13:19:56.000,sitian,g,/home/liangrd/optical_data/EP260105a/sitian/2026-01-12_EP260105a_g_com_10.wcs.fits,12.31210648148408
EP260110a,61057.55648148148,2026-01-17T13:21:20.000,sitian,g,/home/liangrd/optical_data/EP260110a/sitian/2026-01-12_EP260110a_g_com_10.wcs.fits,7.057604166664532
EP260101a,61057.583645833336,2026-01-17T14:00:27.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-13_EP260101a_g_com_10.wcs.fits,16.308854166672972
EP260101a,61057.601006944446,2026-01-17T14:25:27.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-15_EP260101a_g_com_10.wcs.fits,16.326215277782467
EP251221a,61057.621157407404,2026-01-17T14:54:28.000,sitian,g,/home/liangrd/optical_data/EP251221a/sitian/2026-01-16_EP251221a_g_com_10.wcs.fits,26.71900462962367
EP260104a,61059.35228615741,2026-01-19T08:27:17.524,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m004-fa03-20260118-0186-e91.fits.fz,14.917749120373628
EP260104a,61059.35605912037,2026-01-19T08:32:43.508,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m004-fa03-20260118-0187-e91.fits.fz,14.92152208333573
EP260104a,61059.3598315162,2026-01-19T08:38:09.443,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m004-fa03-20260118-0188-e91.fits.fz,14.925294479166041
EP260105a,61059.362824965276,2026-01-19T08:42:28.077,LCO,w,/home/liangrd/optical_data/EP260105a/LCO/elp1m006-fa11-20260118-0273-e91.fits.fz,14.119422187497548
EP260105a,61059.36659564815,2026-01-19T08:47:53.864,LCO,w,/home/liangrd/optical_data/EP260105a/LCO/elp1m006-fa11-20260118-0274-e91.fits.fz,14.123192870370985
EP260105a,61059.37036677083,2026-01-19T08:53:19.689,LCO,w,/home/liangrd/optical_data/EP260105a/LCO/elp1m006-fa11-20260118-0275-e91.fits.fz,14.126963993054233
EP260105b,61059.44919190972,2026-01-19T10:46:50.181,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/elp1m006-fa11-20260118-0348-e91.fits.fz,13.666136354164337
EP260105b,61059.452962048614,2026-01-19T10:52:15.921,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/elp1m006-fa11-20260118-0349-e91.fits.fz,13.669906493058079
EP260105b,61059.45834084491,2026-01-19T11:00:00.649,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/elp1m006-fa11-20260118-0350-e91.fits.fz,13.675285289355088
EP260110a,61059.45834084491,2026-01-19T11:00:00.649,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/elp1m006-fa11-20260118-0350-e91.fits.fz,8.9594635300964
EP260110a,61059.4621121875,2026-01-19T11:05:26.493,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/elp1m006-fa11-20260118-0351-e91.fits.fz,8.96323487268819
EP251229a,61059.46501064815,2026-01-19T11:09:36.920,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/elp1m008-fa16-20260118-0316-e91.fits.fz,20.632499074075895
EP260110a,61059.46588239583,2026-01-19T11:10:52.239,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/elp1m006-fa11-20260118-0352-e91.fits.fz,8.967005081016396
EP251229a,61059.46887945602,2026-01-19T11:15:11.185,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/elp1m008-fa16-20260118-0317-e91.fits.fz,20.63636788194708
EP251229a,61059.472747280095,2026-01-19T11:20:45.365,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/elp1m008-fa16-20260118-0318-e91.fits.fz,20.640235706021485
EP260116a,61059.84900122685,2026-01-19T20:22:33.706,LCO,w,/home/liangrd/optical_data/EP260116a/LCO/cpt1m013-fa01-20260119-0117-e91_wcs.fits.fz,3.83023965277971
EP260116a,61059.85277175926,2026-01-19T20:27:59.480,LCO,w,/home/liangrd/optical_data/EP260116a/LCO/cpt1m013-fa01-20260119-0118-e91_wcs.fits.fz,3.8340101851863437
EP260116a,61059.85654388889,2026-01-19T20:33:25.392,LCO,w,/home/liangrd/optical_data/EP260116a/LCO/cpt1m013-fa01-20260119-0119-e91_wcs.fits.fz,3.837782314818469
EP251221a,61060.47069444445,2026-01-20T11:17:48.000,sitian,g,/home/liangrd/optical_data/EP251221a/sitian/2026-01-17_EP251221a_g_com_10.wcs.fits,29.568541666667443
EP260110a,61060.9803125,2026-01-20T23:31:39.000,sitian,g,/home/liangrd/optical_data/EP260110a/sitian/2026-01-20_EP260110a_g_com_9.wcs.fits,10.481435185189184
EP260116a,61061.567559027775,2026-01-21T13:37:17.100,LCO,r,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep07-20260121-0094-e91.fits.fz,5.5487974537027185
EP260116a,61061.56755917824,2026-01-21T13:37:17.113,LCO,z,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep09-20260121-0078-e91.fits.fz,5.548797604169522
EP260116a,61061.567559247684,2026-01-21T13:37:17.119,LCO,i,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep08-20260121-0093-e91.fits.fz,5.548797673611261
EP260116a,61061.56755969908,2026-01-21T13:37:17.158,LCO,g,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep06-20260121-0093-e91.fits.fz,5.548798125004396
EP260116a,61061.57153353009,2026-01-21T13:43:00.497,LCO,z,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep09-20260121-0079-e91.fits.fz,5.552771956019569
EP260116a,61061.57153364583,2026-01-21T13:43:00.507,LCO,g,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep06-20260121-0094-e91.fits.fz,5.552772071758227
EP260116a,61061.57153375,2026-01-21T13:43:00.516,LCO,i,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep08-20260121-0094-e91.fits.fz,5.552772175928112
EP260116a,61061.571533842594,2026-01-21T13:43:00.524,LCO,r,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep07-20260121-0095-e91.fits.fz,5.552772268521949
EP260116a,61061.575507361114,2026-01-21T13:48:43.836,LCO,z,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep09-20260121-0080-e91.fits.fz,5.5567457870420185
EP260116a,61061.57550753472,2026-01-21T13:48:43.851,LCO,g,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep06-20260121-0095-e91.fits.fz,5.556745960646367
EP260116a,61061.575507546295,2026-01-21T13:48:43.852,LCO,i,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep08-20260121-0095-e91.fits.fz,5.556745972222416
EP260116a,61061.57550771991,2026-01-21T13:48:43.867,LCO,r,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep07-20260121-0096-e91.fits.fz,5.55674614583404
EP260116a,61061.579470543984,2026-01-21T13:54:26.255,LCO,z,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep09-20260121-0081-e91.fits.fz,5.560708969911502
EP260116a,61061.5794706713,2026-01-21T13:54:26.266,LCO,r,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep07-20260121-0097-e91.fits.fz,5.5607090972262085
EP260116a,61061.57947068287,2026-01-21T13:54:26.267,LCO,g,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep06-20260121-0096-e91.fits.fz,5.560709108794981
EP260116a,61061.57947068287,2026-01-21T13:54:26.267,LCO,i,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep08-20260121-0096-e91.fits.fz,5.560709108794981
EP260116a,61061.58344336806,2026-01-21T14:00:09.507,LCO,z,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep09-20260121-0082-e91.fits.fz,5.5646817939850735
EP260116a,61061.58344351852,2026-01-21T14:00:09.520,LCO,g,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep06-20260121-0097-e91.fits.fz,5.564681944444601
EP260116a,61061.58344357639,2026-01-21T14:00:09.525,LCO,r,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep07-20260121-0098-e91.fits.fz,5.564682002317568
EP260116a,61061.58344390046,2026-01-21T14:00:09.553,LCO,i,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep08-20260121-0097-e91.fits.fz,5.56468232638872
EP260116a,61061.58740621528,2026-01-21T14:05:51.897,LCO,z,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep09-20260121-0083-e91.fits.fz,5.5686446412073565
EP260116a,61061.58740653935,2026-01-21T14:05:51.925,LCO,g,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep06-20260121-0098-e91.fits.fz,5.568644965278509
EP260116a,61061.587406782404,2026-01-21T14:05:51.946,LCO,i,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep08-20260121-0098-e91.fits.fz,5.568645208331873
EP260116a,61061.587406990744,2026-01-21T14:05:51.964,LCO,r,/home/liangrd/optical_data/EP260116a/LCO/coj2m002-ep07-20260121-0099-e91.fits.fz,5.568645416671643
EP260101a,61061.667708333334,2026-01-21T16:01:30.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-21_EP260101a_g_com_10.wcs.fits,20.392916666671226
EP251229a,61061.667708333334,2026-01-21T16:01:30.000,sitian,g,/home/liangrd/optical_data/EP251229a/sitian/2026-01-21_EP251229a_g_com_10.wcs.fits,22.835196759260725
EP260101a,61061.81428240741,2026-01-21T19:32:34.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-21_EP260101a_g_com_9.wcs.fits,20.53949074074626
EP260105b,61062.214049027774,2026-01-22T05:08:13.836,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/lsc1m005-fa15-20260121-0215-e91.fits.fz,16.430993472218688
EP260105b,61062.21782037037,2026-01-22T05:13:39.680,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/lsc1m005-fa15-20260121-0216-e91.fits.fz,16.434764814817754
EP260105b,61062.221594386574,2026-01-22T05:19:05.755,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/lsc1m005-fa15-20260121-0217-e91.fits.fz,16.438538831018377
EP260104a,61062.26486497685,2026-01-22T06:21:24.334,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m005-fa15-20260121-0242-e91.fits.fz,17.830327939816925
EP260104a,61062.26864025463,2026-01-22T06:26:50.518,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m005-fa15-20260121-0243-e91.fits.fz,17.83410321759584
EP260104a,61062.27241125,2026-01-22T06:32:16.332,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m005-fa15-20260121-0244-e91.fits.fz,17.83787421296438
EP251229a,61062.647141203706,2026-01-22T15:31:53.000,sitian,g,/home/liangrd/optical_data/EP251229a/sitian/2026-01-22_EP251229a_g_com_9.wcs.fits,23.81462962963269
EP260101a,61062.647141203706,2026-01-22T15:31:53.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-22_EP260101a_g_com_9.wcs.fits,21.372349537043192
EP251229a,61062.81420138889,2026-01-22T19:32:27.000,sitian,g,/home/liangrd/optical_data/EP251229a/sitian/2026-01-22_EP251229a_g_com_10.wcs.fits,23.981689814812853
EP260101a,61062.81420138889,2026-01-22T19:32:27.000,sitian,g,/home/liangrd/optical_data/EP260101a/sitian/2026-01-22_EP260101a_g_com_10.wcs.fits,21.539409722223354
EP260105a,61062.939421296294,2026-01-22T22:32:46.000,sitian,g,/home/liangrd/optical_data/EP260105a/sitian/2026-01-22_EP260105a_g_com_10.wcs.fits,17.69601851851621
EP260110a,61062.980578703704,2026-01-22T23:32:02.000,sitian,g,/home/liangrd/optical_data/EP260110a/sitian/2026-01-22_EP260110a_g_com_10.wcs.fits,12.481701388889633
EP251229a,61063.04746226852,2026-01-23T01:08:20.740,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/tfn1m001-fa20-20260122-0254-e91.fits.fz,24.214950694447907
EP251229a,61063.051235150466,2026-01-23T01:13:46.717,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/tfn1m001-fa20-20260122-0255-e91.fits.fz,24.21872357639222
EP251229a,61063.05500797454,2026-01-23T01:19:12.689,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/tfn1m001-fa20-20260122-0256-e91.fits.fz,24.22249640046357
EP260110a,61063.0693112963,2026-01-23T01:39:48.496,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260122-0238-e91.fits.fz,12.570433981483802
EP260110a,61063.073081759256,2026-01-23T01:45:14.264,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260122-0239-e91.fits.fz,12.57420444444142
EP260110a,61063.076850983794,2026-01-23T01:50:39.925,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260122-0240-e91.fits.fz,12.577973668980121
EP260105b,61063.73075231481,2026-01-23T17:32:17.000,sitian,g,/home/liangrd/optical_data/EP260105b/sitian/2026-01-23_EP260105b_g_com_10.wcs.fits,17.94769675925636
EP260116a,61063.73076388889,2026-01-23T17:32:18.000,sitian,g,/home/liangrd/optical_data/EP260116a/sitian/2026-01-23_EP260116a_g_com_10.wcs.fits,7.7120023148163455
EP260101a,61064.95037201389,2026-01-24T22:48:32.142,LCO,w,/home/liangrd/optical_data/EP260101a/LCO/tfn1m014-fa05-20260124-0154-e91.fits.fz,23.67558034722606
EP260101a,61064.95414188658,2026-01-24T22:53:57.859,LCO,w,/home/liangrd/optical_data/EP260101a/LCO/tfn1m014-fa05-20260124-0155-e91.fits.fz,23.67935021991434
EP260101a,61064.957910729165,2026-01-24T22:59:23.487,LCO,w,/home/liangrd/optical_data/EP260101a/LCO/tfn1m014-fa05-20260124-0156-e91.fits.fz,23.683119062501646
EP260105b,61064.96237603009,2026-01-24T23:05:49.289,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/cpt1m013-fa01-20260124-0219-e91.fits.fz,19.179320474533597
EP260105b,61064.96616837963,2026-01-24T23:11:16.948,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/cpt1m013-fa01-20260124-0220-e91.fits.fz,19.18311282407376
EP260105b,61064.96993706019,2026-01-24T23:16:42.562,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/cpt1m013-fa01-20260124-0221-e91.fits.fz,19.186881504632765
EP260104a,61065.071701203706,2026-01-25T01:43:14.984,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/tfn1m014-fa05-20260124-0264-e91.fits.fz,20.637164166670118
EP260104a,61065.07547130787,2026-01-25T01:48:40.721,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/tfn1m014-fa05-20260124-0265-e91.fits.fz,20.640934270835714
EP260104a,61065.07924327546,2026-01-25T01:54:06.619,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/tfn1m014-fa05-20260124-0266-e91.fits.fz,20.644706238424988
EP260110a,61065.17742295139,2026-01-25T04:15:29.343,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260124-0328-e91.fits.fz,14.678545636576018
EP260110a,61065.181193206015,2026-01-25T04:20:55.093,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260124-0329-e91.fits.fz,14.682315891201142
EP260110a,61065.1849627662,2026-01-25T04:26:20.783,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260124-0330-e91.fits.fz,14.686085451387044
EP251229a,61065.21497238426,2026-01-25T05:09:33.614,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/tfn1m014-fa05-20260124-0357-e91.fits.fz,26.382460810185876
EP251229a,61065.21874287037,2026-01-25T05:14:59.384,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/tfn1m014-fa05-20260124-0358-e91.fits.fz,26.38623129629559
EP251229a,61065.22251225694,2026-01-25T05:20:25.059,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/tfn1m014-fa05-20260124-0359-e91.fits.fz,26.390000682869868
EP260105a,61065.84325856442,2026-01-25T20:14:17.540,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0001_i_wcs.fits,20.599855786640546
EP260105a,61065.854647939515,2026-01-25T20:30:41.582,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0002_i_wcs.fits,20.611245161737315
EP260105a,61065.866722856306,2026-01-25T20:48:04.855,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0003_i_wcs.fits,20.623320078528195
EP260105a,61065.877273094615,2026-01-25T21:03:16.395,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0004_i_wcs.fits,20.633870316836692
EP260105a,61065.887833010325,2026-01-25T21:18:28.772,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0005_i_wcs.fits,20.644430232547165
EP260105a,61065.898387716516,2026-01-25T21:33:40.699,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0006_i_wcs.fits,20.65498493873747
EP260105a,61065.90885012869,2026-01-25T21:48:44.651,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0007_i_wcs.fits,20.665447350911563
EP260105a,61065.919326713854,2026-01-25T22:03:49.828,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0008_i_wcs.fits,20.675923936076288
EP260105a,61065.92992065081,2026-01-25T22:19:05.144,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0009_i_wcs.fits,20.686517873029516
EP260105a,61065.941433473476,2026-01-25T22:35:39.852,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0010_i_wcs.fits,20.698030695697526
EP260105a,61065.9527342143,2026-01-25T22:51:56.236,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0011_i_wcs.fits,20.709331436519278
EP260105a,61065.96361117108,2026-01-25T23:07:36.005,WHUT,i,/home/liangrd/optical_data/EP260105a/WHUT/EP260105a_20260125_0012_i_wcs.fits,20.72020839330071
EP260105b,61067.95414026621,2026-01-27T22:53:57.719,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/cpt1m012-fa06-20260127-0180-e91.fits.fz,22.171084710651485
EP260105b,61067.95791443287,2026-01-27T22:59:23.807,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/cpt1m012-fa06-20260127-0181-e91.fits.fz,22.174858877311635
EP260105b,61067.96168814815,2026-01-27T23:04:49.856,LCO,w,/home/liangrd/optical_data/EP260105b/LCO/cpt1m012-fa06-20260127-0182-e91.fits.fz,22.178632592593203
EP251229a,61068.10870537037,2026-01-28T02:36:32.144,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/elp1m008-fa16-20260127-0073-e91.fits.fz,29.276193796293228
EP251229a,61068.11248,2026-01-28T02:41:58.272,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/elp1m008-fa16-20260127-0074-e91.fits.fz,29.279968425929837
EP251229a,61068.11625096065,2026-01-28T02:47:24.083,LCO,w,/home/liangrd/optical_data/EP251229a/LCO/elp1m008-fa16-20260127-0075-e91.fits.fz,29.28373938657751
EP260104a,61068.24871778935,2026-01-28T05:58:09.217,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m009-fa04-20260127-0633-e91.fits.fz,23.814180752313405
EP260104a,61068.252559699074,2026-01-28T06:03:41.158,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m009-fa04-20260127-0634-e91.fits.fz,23.818022662038857
EP260104a,61068.25634400463,2026-01-28T06:09:08.122,LCO,w,/home/liangrd/optical_data/EP260104a/LCO/lsc1m009-fa04-20260127-0635-e91.fits.fz,23.821806967593147
EP260128a,61069.188516863425,2026-01-29T04:31:27.857,LCO,w,/home/liangrd/optical_data/EP260128a/LCO/lsc1m004-fa03-20260128-0134-e91_wcs.fits,0.20241732638532994
EP260110a,61069.338159722225,2026-01-29T08:06:57.000,sitian,g,/home/liangrd/optical_data/EP260110a/sitian/2026-01-26_EP260110a_g_com_10.wcs.fits,18.839282407410792
EP260116a,61069.341828703706,2026-01-29T08:12:14.000,sitian,g,/home/liangrd/optical_data/EP260116a/sitian/2026-01-27_EP260116a_g_com_10.wcs.fits,13.323067129633273
EP260110a,61070.050405821756,2026-01-30T01:12:35.063,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260129-0279-e91.fits.fz,19.551528506941395
EP260110a,61070.054176377314,2026-01-30T01:18:00.839,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260129-0280-e91.fits.fz,19.555299062500126
EP260110a,61070.057945532404,2026-01-30T01:23:26.494,LCO,w,/home/liangrd/optical_data/EP260110a/LCO/tfn1m014-fa05-20260129-0281-e91.fits.fz,19.55906821758981
